,host_id,neighbourhood_group,neighbourhood,room_type,price,minimum_nights,number_of_reviews,calculated_host_listings_count,availability_365
5360,2718526,0,20,1,75,1,42,1,10
5361,8180517,1,28,1,110,1,0,1,0
5362,4089400,0,21,1,150,2,254,1,294
5363,19986984,1,19,1,145,4,17,1,0
5364,736815,1,19,1,250,4,28,1,4
5365,19993822,2,81,0,170,1,4,1,90
5366,16765013,0,3,1,145,5,53,1,14
5367,4564600,1,19,1,200,6,19,1,0
5368,20022909,0,15,0,50,1,5,1,0
5369,20033436,1,8,0,250,1,6,1,365
5370,4084075,1,5,1,229,2,21,1,0
5371,18051112,1,4,1,129,2,12,1,0
5372,16098958,1,7,1,250,30,0,96,281
5373,16098958,1,8,1,168,30,4,96,283
5374,194994,1,2,0,80,4,27,1,196
5375,12556197,0,15,1,104,5,45,2,159
5376,20084270,0,24,1,100,2,7,1,0
5377,16715941,1,4,0,95,1,297,2,127
5378,4680747,2,37,0,95,2,2,1,267
5379,176285,0,29,1,200,7,2,1,0
5380,8179499,1,19,1,180,5,0,1,0
5381,8834412,4,99,0,100,3,2,2,207
5382,20116872,1,8,1,195,1,401,1,178
5383,3150902,1,14,1,299,5,1,1,0
5384,18260299,0,21,0,45,30,7,6,92
5385,20133610,1,43,0,139,365,13,1,365
5386,20136355,1,64,1,200,4,3,1,0
5387,46969,3,89,1,70,2,242,1,256
5388,20156576,0,20,0,50,7,1,1,0
5389,157795,0,15,0,42,4,4,2,0
5390,20166817,0,20,1,116,28,45,1,35
5391,20171951,1,14,1,200,4,1,1,0
5392,20172814,1,19,0,129,4,32,1,365
5393,20177472,0,16,0,125,2,117,1,270
5394,18572906,0,16,0,55,3,4,1,0
5395,20177186,1,43,1,200,2,6,1,0
5396,5072123,0,13,1,165,29,7,2,159
5397,6426063,1,11,1,199,5,5,1,0
5398,18481203,1,52,1,150,3,15,1,0
5399,9990930,0,12,0,95,1,0,1,0
5400,2316267,0,12,0,90,1,10,1,365
5401,3097631,1,68,1,120,10,51,1,64
5402,20169857,0,6,0,40,1,73,2,190
5403,14890430,0,12,0,75,3,174,1,311
5404,5879951,0,12,0,68,5,5,1,0
5405,20243795,0,6,0,75,2,99,3,365
5406,10352213,1,45,1,45,2,7,2,0
5407,20260083,1,4,2,45,1,6,1,0
5408,12348871,0,0,0,65,1,74,2,21
5409,102525,0,10,0,75,3,14,2,347
5410,4934489,1,7,0,84,2,5,3,0
5411,18834080,1,9,1,130,2,101,1,0
5412,960861,0,29,0,50,30,12,1,0
5413,2045335,1,8,0,150,3,50,1,365
5414,20278196,0,54,0,95,2,7,3,365
5415,9081271,1,5,1,300,1,2,1,0
5416,1475015,1,8,1,113,30,8,52,258
5417,20286123,1,2,1,145,1,23,1,219
5418,4718049,0,12,1,150,3,0,1,0
5419,16715941,1,4,0,90,1,295,2,155
5420,7245581,1,14,1,95,30,15,19,204
5421,13347167,1,28,1,118,30,3,29,282
5422,20324827,0,22,1,75,5,2,1,0
5423,13135873,1,8,1,225,7,26,1,85
5424,20278196,0,54,0,81,2,4,3,364
5425,20329737,0,12,1,190,2,4,1,0
5426,452781,0,15,0,75,1,3,1,0
5427,1216362,0,22,0,59,2,12,4,189
5428,1632428,1,2,0,99,1,75,2,361
5429,2224374,0,12,1,270,7,0,1,0
5430,14549202,1,23,1,140,70,0,1,83
5431,16101222,1,43,1,275,3,9,1,0
5432,1331180,0,21,1,1000,2,0,1,0
5433,622694,0,20,1,120,28,12,1,0
5434,92782,0,20,1,125,3,11,1,0
5435,1568383,0,12,0,75,30,1,1,271
5436,20364466,1,19,1,117,3,7,1,7
5437,20377328,1,30,1,80,1,4,1,0
5438,20379079,2,25,0,60,6,3,1,0
5439,1406214,0,13,0,103,3,169,1,192
5440,284199,2,83,1,65,1,1,2,0
5441,881214,4,98,0,45,5,14,1,0
5442,20411855,2,94,0,70,3,64,1,282
5443,7837510,1,30,1,90,7,1,1,124
5444,2555556,1,101,1,225,5,7,1,0
5445,20433199,1,19,1,125,14,2,1,3
5446,20435647,0,12,1,175,2,76,1,19
5447,20438402,1,4,1,195,3,25,3,0
5448,12351216,1,71,0,130,4,177,1,235
5449,6771709,0,15,0,96,3,1,1,0
5450,20440955,0,32,0,129,2,199,1,298
5451,71418,1,68,1,200,7,10,1,100
5452,20447869,1,26,0,95,4,11,2,0
5453,20449160,1,71,1,189,2,57,1,9
5454,20449763,1,8,1,450,1,1,1,121
5455,20438402,1,4,1,264,3,38,3,0
5456,5650180,2,81,0,45,30,20,2,188
5457,20449694,0,3,1,150,2,11,1,0
5458,20438402,1,4,1,540,3,20,3,350
5459,7739416,0,22,0,95,3,0,1,365
5460,20464791,1,8,1,230,6,1,1,0
5461,10528897,2,56,0,65,2,16,1,302
5462,9769764,0,21,0,70,30,0,1,0
5463,20484008,1,8,1,160,4,75,2,8
5464,3097283,0,12,1,200,6,0,1,0
5465,20435679,0,17,1,138,5,1,1,0
5466,295128,4,57,1,155,1,19,7,332
5467,295128,4,57,0,75,2,0,7,349
5468,7580038,1,2,0,39,4,33,3,292
5469,8015051,0,15,1,115,2,76,1,283
5470,12485770,1,27,1,110,30,3,9,333
5471,10194688,1,8,0,100,3,172,1,214
5472,2032408,1,101,1,225,3,2,1,0
5473,20534981,0,35,1,125,14,10,1,180
5474,20536249,1,68,0,150,1,1,1,0
5475,5742948,0,6,1,199,4,9,1,0
5476,978546,1,19,1,250,3,12,1,0
5477,20543178,0,6,1,210,2,10,2,180
5478,20555401,3,93,1,180,2,139,1,263
5479,5160894,1,19,1,129,5,26,1,0
5480,18481481,1,4,0,90,1,265,1,36
5481,1100494,1,2,0,50,30,46,3,330
5482,20567256,1,52,1,140,1,37,1,19
5483,1033829,0,6,1,150,2,5,1,0
5484,363472,1,19,1,233,30,17,1,364
5485,15309829,1,19,1,170,2,1,1,0
5486,20278196,0,54,0,60,2,6,3,326
5487,3339819,0,15,1,200,2,3,1,0
5488,3164949,0,36,1,160,4,0,1,0
5489,1475015,1,68,1,150,30,1,52,342
5490,20580437,0,12,1,140,2,3,1,0
5491,1840581,0,22,0,65,1,0,1,0
5492,14741088,0,33,0,60,3,3,1,0
5493,17576229,0,90,1,130,3,1,1,83
5494,19808313,0,3,1,103,1,0,1,0
5495,1401835,0,12,0,89,2,30,3,219
5496,20047729,1,8,0,50,5,0,1,0
5497,20604091,2,31,1,150,2,110,1,294
5498,20624434,1,1,1,240,3,7,1,0
5499,19407840,1,51,1,1400,90,31,1,88
5500,20625992,2,83,1,200,2,0,1,364
5501,2766755,1,2,0,88,2,171,2,234
5502,557329,1,2,2,75,1,6,1,315
5503,3424328,1,14,1,500,1,27,1,90
5504,17546682,1,14,1,125,4,1,1,0
5505,8734291,1,8,0,75,1,65,1,301
5506,1475015,1,68,1,130,30,2,52,335
5507,2119276,1,19,1,170,30,11,39,319
5508,6337882,1,14,1,300,2,11,1,137
5509,20670026,0,6,1,115,2,259,1,285
5510,20670246,0,21,1,93,30,23,1,226
5511,1272714,0,6,1,119,2,209,1,241
5512,20694703,1,23,1,180,6,24,2,51
5513,11790239,1,2,1,226,3,8,3,303
5514,6198638,0,16,1,155,2,2,1,0
5515,14545465,1,11,1,115,4,16,1,0
5516,20738908,0,22,0,50,2,4,1,0
5517,3325418,1,45,1,600,1,0,3,344
5518,3325418,1,45,0,200,1,30,3,0
5519,3146353,0,3,1,157,4,3,1,0
5520,1542375,0,6,1,145,3,122,1,269
5521,2787824,2,121,0,95,2,46,1,0
5522,942933,1,2,1,115,1,1,1,0
5523,3120671,2,56,0,65,2,5,1,2
5524,16949652,1,2,1,275,1,0,1,0
5525,20741468,2,56,0,250,2,22,1,123
5526,2090439,1,53,0,95,3,135,1,9
5527,20809866,0,16,1,185,4,111,1,9
5528,7831209,1,4,0,55,1,163,10,359
5529,14707270,1,64,1,350,1,1,1,0
5530,20822611,1,23,0,170,5,22,1,259
5531,9639040,0,16,1,100,2,18,1,58
5532,20827756,1,30,0,36,2,10,1,0
5533,20830484,0,34,0,60,1,1,1,0
5534,12876904,0,6,0,125,2,1,1,0
5535,10263619,0,12,1,120,2,135,1,66
5536,17249397,1,43,2,90,1,8,2,0
5537,9743617,1,2,1,129,5,91,2,260
5538,16514175,2,81,1,78,2,133,5,107
5539,7877288,1,23,1,120,1,0,1,0
5540,4163733,1,52,0,99,2,21,1,268
5541,20900568,4,141,0,50,1,108,1,261
5543,13649613,4,66,0,47,2,122,4,71
5544,2155917,0,6,1,150,5,18,3,254
5545,20911928,3,151,1,200,2,49,1,360
5546,20912185,0,15,1,125,2,130,1,293
5547,1369577,0,15,1,60,6,144,2,59
5548,11818785,2,83,0,200,30,0,1,88
5549,5642757,0,22,1,100,3,9,1,0
5550,608396,2,56,0,99,1,15,1,322
5551,19638238,1,30,0,75,2,25,1,198
5552,430188,0,12,0,140,5,1,6,185
5553,20945243,4,72,1,90,30,1,1,358
5554,3789165,1,71,2,59,2,58,1,345
5555,15742426,1,19,1,111,3,51,1,198
5556,19755511,1,30,1,80,4,3,1,0
5557,2034343,0,15,0,80,1,0,1,0
5558,20955075,1,2,0,50,14,5,1,0
5559,20971414,1,9,1,300,4,7,1,0
5560,15582617,0,13,1,90,4,3,1,0
5561,20979850,1,19,0,119,1,49,1,84
5562,20987432,2,56,0,69,4,22,1,311
5563,16325217,1,8,1,260,2,0,1,0
5564,20987992,0,20,1,185,2,114,1,16
5565,20988865,2,83,1,100,2,24,1,0
5566,20989479,1,8,2,85,1,33,1,0
5567,10135,1,27,0,135,2,125,2,340
5568,9492212,0,16,0,169,1,151,4,0
5569,21014758,0,6,0,38,2,50,3,126
5570,21004091,0,21,0,90,2,52,1,288
5571,21009723,1,2,0,45,4,1,1,0
5572,2037149,0,17,1,149,4,143,1,254
5573,21019043,0,3,1,200,2,14,1,0
5574,21019260,1,51,1,125,60,6,1,278
5575,3967335,0,20,0,65,2,26,2,6
5576,3967335,0,20,1,174,2,31,2,12
5577,21020951,0,6,0,89,2,24,5,339
5578,5133495,0,10,1,150,3,8,1,0
5579,21017521,0,24,0,75,18,0,1,0
5580,1960128,2,95,0,58,1,2,2,364
5581,21026294,0,16,0,103,30,45,1,0
5582,4054295,1,7,1,383,3,24,1,251
5583,12368114,0,3,0,40,1,1,1,0
5584,2075509,2,25,0,76,1,14,1,225
5585,20484008,1,8,0,170,1,3,2,0
5586,7831209,1,4,0,45,1,151,10,357
5587,20441343,0,6,0,100,3,0,1,352
5588,2788262,1,27,1,199,2,167,1,17
5589,21060554,1,18,1,99,5,61,1,1
5590,10384906,0,79,0,39,1,51,5,273
5591,21064077,2,44,1,60,21,5,1,0
5592,19382874,0,6,1,130,3,132,2,257
5593,4050500,0,12,1,200,1,170,1,303
5594,21096602,0,54,0,65,1,0,1,0
5595,19331457,1,28,0,105,1,239,2,287
5596,14793862,0,54,1,115,3,64,1,0
5597,21105084,1,2,1,145,7,34,2,0
5598,20741012,0,20,1,75,2,102,1,30
5599,21110000,0,40,1,250,2,150,1,309
5600,5558013,1,4,0,80,2,2,1,0
5601,10135,1,27,0,120,3,71,2,304
5602,6459254,0,12,0,100,4,32,1,0
5603,13322263,1,7,0,125,10,12,1,0
5604,7116594,0,12,1,132,3,2,1,0
5605,316474,0,10,1,225,2,66,1,158
5606,4148174,0,12,1,175,2,2,1,0
5607,21149119,1,9,1,225,3,2,1,221
5608,21149129,0,6,1,215,1,167,1,250
5609,4792032,0,123,1,300,7,9,1,32
5610,4835582,1,2,1,130,2,185,1,300
5611,21171867,2,152,1,110,1,279,1,355
5612,310670,4,58,0,75,2,37,13,364
5613,3801427,0,20,0,36,14,18,1,0
5614,1335736,0,6,1,299,4,8,1,279
5615,7861502,1,19,1,200,1,1,1,0
5616,21145652,0,70,1,110,3,9,1,36
5617,2436652,0,12,1,160,30,44,1,226
5618,21183428,0,6,1,152,3,146,2,287
5619,5317124,0,3,1,145,3,16,1,96
5620,21210898,0,21,0,120,2,11,2,365
5621,2917387,0,21,1,84,3,120,1,224
5622,21217401,1,28,1,160,5,13,1,0
5623,21222224,0,6,1,150,5,14,2,363
5624,21228368,2,63,1,180,2,105,5,190
5625,310670,4,58,0,68,2,41,13,365
5626,21232737,1,27,1,125,1,0,1,1
5627,11090576,0,21,0,25,1,8,1,0
5628,4065620,0,6,1,155,3,1,2,342
5629,2705041,1,19,0,105,2,0,1,0
5630,11948817,0,100,1,75,2,91,2,289
5631,15277039,1,2,0,80,4,2,1,0
5632,20245055,1,23,0,72,3,56,2,304
5633,1539749,0,6,0,52,2,29,4,335
5634,21279472,0,33,1,125,3,93,1,30
5635,4473954,1,8,0,85,29,10,1,241
5636,61463,0,17,0,58,4,18,1,58
5637,1637916,0,20,0,100,1,36,1,335
5638,21315876,1,19,0,65,1,139,2,103
5639,622779,0,20,1,300,1,12,1,362
5640,7714918,0,21,0,40,28,191,2,95
5641,19914713,2,56,1,110,2,47,2,0
5642,21327210,0,90,0,85,2,45,2,90
5643,21352288,0,10,1,158,3,87,1,204
5644,4314639,0,15,0,65,1,0,1,0
5645,4934489,1,7,0,100,2,8,3,0
5646,4516038,0,12,0,64,5,4,1,0
5647,21362718,0,33,1,395,4,33,1,158
5648,21367938,2,39,1,120,10,30,1,142
5649,10172703,4,141,0,51,4,109,1,212
5650,21371406,1,60,1,149,6,1,1,0
5651,21373495,0,12,0,65,1,113,1,308
5652,21228368,2,63,0,70,1,11,5,183
5653,1923075,1,8,1,170,5,1,1,0
5654,17249397,1,43,1,150,1,2,2,0
5655,21380762,1,4,1,75,30,6,1,203
5656,21400083,1,8,0,100,1,10,1,0
5657,21400616,0,15,0,38,2,12,2,351
5658,21405141,1,68,1,200,3,13,1,157
5659,19802029,1,7,1,145,7,37,1,97
5660,21336880,0,15,1,150,5,14,1,0
5661,828682,2,25,1,200,1,2,1,0
5662,20543178,0,6,1,125,2,191,2,311
5663,21416490,1,5,0,175,2,8,1,177
5664,6885530,0,36,1,180,2,2,1,0
5665,8280108,1,19,1,175,3,6,1,18
5666,702419,1,14,1,175,14,78,1,0
5667,11555258,0,0,0,50,3,8,2,14
5668,21422095,0,22,1,109,2,37,1,356
5669,18397763,0,6,0,67,2,21,7,58
5670,18397763,0,6,0,57,2,22,7,71
5671,18397763,0,6,0,77,2,38,7,66
5672,9234456,0,6,0,80,2,61,2,0
5673,20169986,0,22,1,85,3,12,1,97
5674,21020951,0,6,0,86,2,11,5,311
5675,15908653,0,22,0,120,2,114,2,312
5676,7677048,0,113,1,140,3,131,1,28
5677,2011110,0,13,1,300,1,5,1,0
5678,21455632,1,2,0,90,1,5,1,0
5679,21455957,1,2,0,70,3,86,2,157
5680,14952623,1,2,0,90,2,82,1,0
5681,21459667,1,23,1,200,30,35,1,286
5682,9232428,1,19,1,135,1,6,1,0
5683,7410674,0,21,0,37,1,202,1,73
5684,11134688,0,12,0,60,1,1,1,0
5685,3507684,1,8,1,419,2,10,1,10
5686,3145112,2,44,1,130,7,2,1,0
5687,21466751,0,17,1,180,3,56,1,121
5688,6087686,1,28,1,160,2,7,1,0
5689,7243674,0,20,1,125,2,204,1,71
5690,21480710,0,6,1,100,1,0,2,0
5691,21228368,2,63,0,65,4,20,5,133
5692,18189742,0,79,1,140,1,0,1,0
5693,1756624,2,39,0,79,3,23,1,88
5694,21500500,0,12,0,125,2,0,1,0
5695,21501965,1,14,1,115,3,33,1,11
5696,651818,1,7,0,100,23,12,1,23
5697,21505913,0,15,0,90,12,24,1,64
5698,11950557,1,2,1,135,2,232,1,192
5699,4375988,0,24,0,50,3,47,3,76
5700,7848968,0,29,0,71,2,174,2,3
5701,21535262,2,44,1,80,30,4,1,220
5702,21546973,1,7,0,103,1,394,1,237
5703,17477908,1,8,1,250,30,5,10,303
5704,21560088,1,19,1,219,2,9,1,0
5705,11948817,0,100,1,225,2,11,2,305
5706,21565088,1,4,1,99,1,50,1,333
5707,3563,0,79,0,35,6,1,1,0
5708,9432174,1,28,0,90,4,87,1,10
5709,19139700,2,44,0,47,30,4,1,157
5710,17462748,0,15,0,75,5,125,5,108
5711,6580488,0,17,1,170,4,43,1,275
5712,21601222,0,22,1,150,3,37,1,320
5713,1267556,0,22,2,30,1,81,1,319
5714,6897051,1,8,0,119,4,7,2,0
5715,21609476,0,117,0,40,15,1,1,0
5716,17451048,0,13,1,85,2,1,1,0
5717,1401835,0,12,0,99,3,19,3,354
5718,15573381,1,8,1,250,1,0,1,0
5719,4403262,1,23,0,79,9,5,1,0
5720,20979241,0,12,0,60,3,5,1,0
5721,5243122,0,6,1,115,3,131,2,241
5722,21634948,2,49,0,90,3,17,1,340
5723,9452830,0,21,0,65,1,32,1,188
5724,21641206,0,6,0,65,1,357,4,321
5725,733543,1,2,1,131,3,10,1,12
5726,21645208,0,21,1,150,1,3,1,0
5727,6032480,0,12,0,55,2,86,2,38
5728,17462748,0,15,0,70,5,92,5,148
5729,21652004,2,56,1,160,2,1,1,0
5730,21653460,0,6,1,95,7,69,2,0
5731,9197440,1,2,1,99,3,5,1,0
5732,5739699,1,27,1,500,3,3,1,0
5733,21660125,0,21,0,35,15,1,1,0
5734,21663531,2,44,0,50,21,38,2,245
5735,17462748,0,15,0,77,5,108,5,129
5736,21680683,0,12,1,380,3,105,2,264
5737,21682640,0,22,0,65,30,0,2,365
5738,21688467,1,23,1,150,60,9,1,210
5739,1475015,1,7,1,125,30,0,52,331
5740,18049970,0,6,1,199,3,82,2,269
5741,3267848,0,12,0,150,1,12,1,180
5742,9405848,1,11,1,145,3,11,1,0
5743,21705739,0,15,0,70,7,20,1,364
5744,21706654,0,6,1,120,30,131,1,336
5745,919218,1,2,0,86,3,34,1,359
5746,20289059,1,28,1,139,2,160,1,248
5747,12360407,0,90,0,85,2,1,1,0
5748,5309160,1,28,1,94,30,15,1,309
5749,610819,0,6,1,116,2,148,1,0
5750,4152484,0,24,0,72,1,229,1,20
5751,21734605,0,16,1,95,4,0,2,0
5752,21739563,0,6,0,100,1,0,1,0
5753,17106992,1,5,1,200,1,1,1,0
5754,21751476,0,21,0,72,1,360,1,66
5755,21759005,1,18,1,100,3,15,1,0
5756,10367443,1,27,1,900,3,10,1,0
5757,191324,2,39,0,80,2,76,2,102
5758,21768291,0,20,1,75,2,0,1,0
5759,21777274,1,28,1,92,4,179,1,245
5760,7805184,1,19,1,160,3,0,1,0
5761,21782731,0,117,0,50,7,7,1,364
5762,21787420,1,19,1,350,2,0,1,0
5763,21789707,0,10,1,135,2,128,1,245
5764,4738242,1,43,1,160,7,3,1,0
5765,12419083,1,26,1,270,1,0,1,0
5766,21811394,0,6,1,129,1,223,1,230
5767,17550546,1,52,1,180,1250,2,1,365
5768,1162642,1,48,1,350,2,0,2,0
5769,6468894,0,12,0,75,1,10,1,0
5770,20312973,0,79,1,119,5,6,1,0
5771,18382740,3,55,1,99,7,35,1,326
5772,2423107,0,24,1,120,1,4,1,0
5773,17462748,0,15,0,73,5,102,5,147
5774,4218058,0,13,1,500,7,11,2,173
5776,21064917,0,24,1,275,3,3,1,0
5777,1172202,2,49,0,50,1,127,5,52
5778,7549,1,23,2,40,1,88,4,197
5779,14565233,0,12,1,115,2,3,1,0
5780,1361993,4,59,1,110,2,0,1,0
5781,21881605,0,15,0,100,1,0,2,83
5782,15243531,0,12,1,150,2,4,1,0
5783,9904977,0,20,1,200,3,95,1,358
5784,21886798,1,30,1,75,7,1,1,0
5785,10618980,2,44,1,98,2,157,1,15
5786,6841194,0,6,1,199,2,222,2,238
5787,20448670,1,2,1,109,2,11,1,0
5788,21892444,1,2,1,110,4,26,1,14
5789,21641206,0,6,0,59,1,350,4,328
5790,21902316,0,21,1,95,2,19,2,172
5791,21903562,1,14,1,159,1,202,1,234
5792,20335235,1,1,1,225,1,10,1,0
5793,21921207,0,38,1,195,2,116,1,260
5794,21929547,2,56,1,96,1,196,1,316
5795,21930475,0,3,1,73,2,7,1,0
5796,21930989,1,8,0,88,1,319,2,251
5797,20112613,0,12,1,90,2,3,1,0
5798,14543419,0,15,1,99,5,16,1,0
5799,21937306,0,12,2,150,1,0,1,0
5800,21938126,0,6,0,35,2,11,2,11
5801,20318233,0,6,1,1050,3,121,1,327
5802,21938678,0,10,1,175,2,76,1,308
5803,2811458,1,14,1,395,4,73,1,2
5804,21941065,2,31,1,195,3,124,1,305
5805,21962039,0,90,0,49,10,7,1,281
5806,9368118,1,28,1,150,1,0,1,0
5807,21964818,1,8,1,250,1,1,1,0
5808,651771,0,12,1,150,4,17,1,170
5809,11243583,1,8,1,260,1,0,1,0
5810,21979970,2,37,1,100,7,9,1,268
5811,20559017,1,4,0,55,30,4,9,339
5812,16276317,1,14,1,275,3,1,1,0
5813,14729523,1,11,0,110,1,0,1,0
5814,3650005,0,3,1,150,3,0,1,0
5815,22005943,0,21,0,80,2,129,1,346
5816,22006854,2,46,1,89,1,352,1,359
5817,22009089,1,19,1,280,2,92,1,173
5818,8732038,2,31,0,100,1,0,1,0
5819,21062282,0,20,0,80,2,0,1,0
5820,22023014,0,6,0,70,1,110,1,323
5821,782008,0,20,0,75,1,1,1,0
5822,4162754,0,12,0,80,1,52,1,297
5823,21977919,1,30,2,41,1,1,1,0
5824,22010885,1,11,1,195,4,1,1,0
5825,22047286,1,8,1,250,2,5,1,0
5826,12534414,1,19,1,96,1,198,1,169
5827,2495483,1,43,0,98,7,23,1,116
5828,22057975,0,21,1,140,4,120,1,100
5829,13949526,0,12,0,99,1,0,1,0
5830,1542713,1,11,1,175,2,105,1,276
5831,19644682,1,8,1,120,6,5,1,0
5832,22096807,1,45,0,89,1,46,1,363
5833,20408723,0,21,0,90,3,0,1,0
5834,1663994,0,13,1,178,3,11,1,32
5835,21833312,0,15,1,210,6,27,1,302
5836,16212001,1,2,1,150,4,82,1,46
5837,22022473,1,2,1,149,2,82,1,215
5838,8533891,1,7,1,225,3,2,1,0
5839,6914968,1,8,1,2695,1,0,1,0
5840,22124628,2,153,1,63,30,2,1,362
5841,7651028,1,7,1,150,1,0,1,0
5842,22131209,0,15,1,106,3,15,1,0
5843,11189753,0,13,1,165,10,36,4,328
5844,3609048,0,15,0,75,2,25,3,365
5845,3250450,2,56,0,39,31,5,18,310
5846,3250450,2,56,0,39,30,13,18,341
5847,3294438,0,6,2,30,2,13,3,339
5848,6793885,1,23,0,70,1,2,1,0
5849,22158091,1,4,0,100,3,140,1,66
5850,22171095,2,56,1,125,2,112,2,0
5851,5835210,2,56,1,110,3,3,1,342
5852,208565,0,20,1,145,2,7,2,0
5853,15638520,1,8,0,112,3,126,1,230
5854,21091779,0,6,0,69,1,121,3,286
5855,22188911,1,28,1,300,4,57,1,0
5856,22131245,1,1,0,260,2,1,1,177
5857,22189723,2,44,0,49,2,37,2,298
5858,16666294,1,77,1,215,2,23,1,187
5859,22088164,1,4,1,200,3,162,1,208
5860,22198017,0,21,1,100,15,0,1,0
5861,9854191,1,2,1,1000,3,38,1,270
5862,1405217,1,14,1,120,3,18,1,0
5863,2807798,1,2,1,310,1,64,2,7
5864,14279331,0,34,0,70,4,91,1,0
5865,6894447,0,12,1,195,2,57,1,15
5866,22209733,0,15,1,110,2,32,1,264
5867,17770287,1,1,1,75,30,13,14,167
5868,295128,4,57,2,45,1,7,7,365
5869,1143151,1,23,1,165,3,23,1,0
5870,22216726,2,44,1,150,2,77,1,24
5871,21140491,0,24,0,80,1,2,1,0
5872,22218694,1,23,1,180,2,122,2,362
5873,20243795,0,6,0,80,2,100,3,365
5874,1990602,0,21,0,60,3,2,1,0
5875,22227178,1,52,1,149,1,26,1,0
5876,21641206,0,6,0,53,1,351,4,0
5877,9471525,1,26,1,200,7,9,1,291
5878,4532548,1,14,1,160,2,79,1,108
5879,22240717,1,19,0,199,1,0,1,0
5880,22248783,1,23,1,140,1,16,1,0
5881,6280254,1,19,1,199,4,8,2,232
5882,22253568,1,52,1,190,1,43,1,3
5883,15715046,0,79,1,125,2,51,1,351
5884,3750547,1,28,1,145,3,62,1,50
5885,1994261,1,19,1,150,3,1,1,0
5886,19597910,2,63,0,95,2,42,3,334
5887,22280299,0,12,0,100,1,0,1,0
5888,1141935,0,15,0,99,1,74,3,290
5889,13402436,0,20,1,130,1,43,1,0
5890,21499988,0,12,0,56,1,1,1,0
5891,4473916,1,52,1,450,1,1,1,0
5892,19841476,1,4,0,75,1,7,1,0
5893,19174715,0,32,0,240,2,45,1,348
5894,7503643,0,20,1,129,30,1,52,300
5895,10981052,0,54,0,45,1,5,1,0
5896,22299389,1,7,1,259,4,25,1,255
5897,22303517,1,4,1,75,1,107,1,116
5898,1260921,4,59,0,37,2,63,2,305
5899,22307859,0,100,1,210,3,11,5,83
5900,22305520,1,14,1,199,2,194,2,178
5901,17164818,0,3,1,189,8,33,1,271
5902,4600692,2,25,0,58,1,33,1,101
5903,2822805,0,6,0,60,30,44,8,99
5904,3578009,2,25,1,190,1,34,2,182
5905,5918341,0,3,1,139,2,88,2,82
5906,16798055,1,7,1,125,1,186,1,193
5907,22364611,0,12,0,94,2,46,1,267
5908,16906759,1,28,1,100,2,58,1,9
5909,6195809,1,19,0,149,364,8,1,90
5910,22367030,1,19,0,128,7,15,1,249
5911,13063145,0,6,1,160,3,149,2,303
5912,1918986,0,16,1,160,31,8,1,296
5913,21127377,1,19,0,110,3,64,1,14
5914,4644513,0,12,1,285,3,43,1,12
5915,22405856,0,6,1,75,10,2,1,349
5916,22420381,1,14,1,650,7,6,1,358
5917,11790239,1,2,1,133,1,20,3,345
5918,2999445,1,19,1,149,2,36,1,0
5919,22459182,1,28,1,210,1,0,1,0
5920,1537663,1,8,1,200,2,56,1,226
5921,2657430,1,14,0,110,6,20,2,0
5922,22487371,1,7,1,375,3,13,1,0
5923,22490457,1,23,1,95,10,2,1,0
5924,11790239,1,2,1,94,1,23,3,316
5925,8659738,0,10,1,120,3,118,1,266
5926,2357221,0,12,1,150,5,1,1,0
5927,2119276,1,14,1,160,30,6,39,267
5928,22410033,1,45,1,132,2,9,1,0
5929,910592,0,6,1,102,1,10,1,4
5930,22526585,0,6,1,85,1,84,1,286
5931,3341356,0,13,1,142,6,2,1,0
5932,22527661,2,56,0,70,3,2,1,23
5933,22530714,0,21,1,200,90,91,1,365
5934,7503643,0,20,1,199,30,5,52,339
5935,22448247,0,54,1,100,3,62,1,343
5936,3800365,0,12,1,123,3,21,1,0
5937,356690,0,35,1,175,2,17,1,0
5938,3822369,1,28,0,100,4,14,1,0
5939,22548091,1,2,0,57,7,3,2,222
5940,22384027,0,15,0,39,1,153,10,178
5941,22548091,1,45,0,107,6,12,2,251
5942,22568643,1,50,1,2000,7,0,1,0
5943,22578720,0,22,0,69,1,33,1,0
5944,21457707,0,20,1,137,5,26,1,344
5945,1717520,1,19,1,150,5,0,2,0
5946,6697886,1,2,0,65,3,1,2,0
5947,14194388,1,4,0,66,4,1,1,0
5948,5982086,0,3,0,77,14,9,1,0
5949,16504161,0,29,1,110,3,8,1,0
5950,22595345,1,68,0,64,26,47,1,331
5951,16572955,0,100,1,90,2,112,1,349
5952,14730409,0,12,0,50,5,0,1,0
5953,20539345,1,28,1,146,5,21,1,0
5954,7809661,2,49,1,200,1,0,1,0
5955,22727798,2,140,1,189,3,85,1,330
5956,22622958,0,16,1,985,2,20,2,19
5957,20599015,0,6,1,285,2,37,1,0
5958,841179,0,21,1,140,3,122,1,251
5959,2129777,2,25,0,97,2,14,2,90
5960,22240236,2,56,1,180,2,7,1,90
5961,13481367,1,19,1,199,2,10,1,0
5962,19735589,0,16,1,220,2,83,1,253
5963,3905383,1,23,1,180,3,5,1,226
5964,22656394,0,12,1,88,14,5,1,0
5965,22657141,1,8,1,350,4,0,1,0
5966,3081990,0,12,1,170,1,141,1,28
5967,2814004,1,19,0,120,14,14,2,0
5968,2814004,1,19,0,105,2,9,2,0
