age,job,marital,education,default,housing,loan,contact,duration,campaign,poutcome,y
30,blue-collar,single,basic.9y,no,yes,no,cellular,89,4,nonexistent,0
45,admin.,married,basic.9y,no,yes,yes,cellular,181,2,nonexistent,0
30,technician,single,professional.course,no,yes,yes,cellular,111,2,nonexistent,0
42,blue-collar,married,basic.4y,no,yes,no,cellular,227,6,nonexistent,0
35,admin.,single,university.degree,no,no,no,cellular,107,5,nonexistent,0
52,blue-collar,married,basic.9y,no,no,no,cellular,1434,5,nonexistent,0
32,blue-collar,married,basic.6y,no,no,no,telephone,176,6,nonexistent,0
48,admin.,married,university.degree,no,yes,yes,cellular,179,2,nonexistent,0
40,blue-collar,married,basic.6y,no,no,no,telephone,63,6,nonexistent,0
52,management,divorced,university.degree,no,no,no,cellular,200,4,nonexistent,0
44,technician,divorced,professional.course,no,no,no,cellular,250,2,nonexistent,0
52,services,married,basic.6y,no,no,yes,cellular,161,2,nonexistent,0
47,self-employed,married,university.degree,no,yes,no,cellular,39,9,nonexistent,0
47,technician,married,professional.course,no,no,no,cellular,66,2,nonexistent,0
31,entrepreneur,married,basic.6y,no,yes,yes,cellular,782,1,nonexistent,1
26,admin.,single,university.degree,no,yes,yes,cellular,118,4,nonexistent,0
52,blue-collar,married,basic.9y,no,no,no,cellular,116,6,nonexistent,0
30,admin.,single,university.degree,no,no,no,cellular,128,3,nonexistent,0
51,management,married,basic.4y,no,no,no,cellular,104,2,nonexistent,0
31,management,married,high.school,no,no,no,cellular,1272,3,nonexistent,1
45,admin.,divorced,university.degree,no,no,no,cellular,107,3,nonexistent,0
42,admin.,single,university.degree,no,no,no,cellular,401,2,nonexistent,0
47,services,single,basic.9y,no,no,no,cellular,64,2,nonexistent,0
56,blue-collar,single,basic.4y,no,yes,no,cellular,758,1,nonexistent,0
42,blue-collar,divorced,basic.9y,no,no,no,cellular,111,3,nonexistent,0
23,blue-collar,single,basic.9y,no,no,no,cellular,360,3,nonexistent,0
56,admin.,divorced,basic.6y,no,yes,no,cellular,239,4,nonexistent,0
39,housemaid,married,basic.4y,no,no,no,cellular,240,5,nonexistent,0
31,housemaid,divorced,high.school,no,yes,no,cellular,127,4,nonexistent,0
37,blue-collar,married,basic.9y,no,no,no,cellular,412,4,nonexistent,0
40,technician,married,high.school,no,yes,no,cellular,244,4,nonexistent,0
39,technician,married,basic.9y,no,no,no,cellular,62,4,nonexistent,0
47,blue-collar,single,basic.9y,no,yes,yes,telephone,41,9,nonexistent,0
30,services,married,high.school,no,yes,no,cellular,559,4,nonexistent,0
40,unemployed,single,high.school,no,yes,no,cellular,300,5,nonexistent,0
32,services,single,high.school,no,no,no,cellular,722,3,nonexistent,1
25,admin.,married,high.school,no,no,yes,cellular,64,1,nonexistent,0
29,technician,married,professional.course,no,no,no,cellular,328,1,nonexistent,0
56,retired,married,basic.4y,no,yes,no,cellular,621,2,nonexistent,1
31,services,single,high.school,no,yes,yes,cellular,232,1,nonexistent,0
42,blue-collar,divorced,basic.9y,no,no,no,telephone,259,8,nonexistent,0
50,blue-collar,divorced,high.school,no,yes,yes,cellular,629,2,nonexistent,1
41,blue-collar,married,basic.4y,no,yes,no,cellular,1103,3,nonexistent,0
32,management,single,university.degree,no,no,no,telephone,66,8,nonexistent,0
31,technician,married,university.degree,no,yes,yes,cellular,385,5,nonexistent,1
35,blue-collar,married,basic.9y,no,no,no,telephone,1356,3,nonexistent,1
44,services,married,high.school,no,no,no,cellular,190,4,nonexistent,0
36,admin.,married,university.degree,no,no,no,cellular,61,6,nonexistent,0
39,unemployed,married,high.school,no,no,no,cellular,74,7,nonexistent,0
28,housemaid,single,basic.6y,no,no,no,cellular,94,1,nonexistent,0
23,admin.,single,university.degree,no,yes,yes,telephone,69,3,nonexistent,0
28,blue-collar,married,basic.9y,no,yes,no,cellular,497,1,nonexistent,0
49,admin.,divorced,high.school,no,no,no,cellular,21,2,nonexistent,0
39,housemaid,married,basic.4y,no,yes,no,cellular,223,1,nonexistent,0
47,services,married,basic.6y,no,yes,no,cellular,207,1,nonexistent,0
36,housemaid,married,university.degree,no,yes,no,cellular,137,1,nonexistent,0
41,admin.,single,high.school,no,no,no,cellular,459,1,nonexistent,0
42,entrepreneur,married,high.school,no,no,no,cellular,217,1,nonexistent,0
42,entrepreneur,married,high.school,no,yes,no,cellular,247,1,nonexistent,0
28,technician,married,university.degree,no,no,no,cellular,289,1,nonexistent,0
39,blue-collar,married,high.school,no,yes,yes,cellular,173,1,nonexistent,0
27,admin.,single,university.degree,no,no,no,cellular,130,1,nonexistent,0
30,blue-collar,married,basic.9y,no,yes,no,cellular,332,1,nonexistent,0
37,entrepreneur,married,university.degree,no,yes,no,cellular,183,1,nonexistent,0
29,services,married,high.school,no,yes,no,cellular,94,1,nonexistent,0
43,services,single,high.school,no,no,no,cellular,385,1,nonexistent,0
36,blue-collar,married,high.school,no,no,no,cellular,889,1,nonexistent,1
43,admin.,married,high.school,no,yes,no,cellular,118,1,nonexistent,0
33,blue-collar,married,basic.9y,no,no,no,cellular,199,1,nonexistent,0
43,admin.,married,high.school,no,no,no,cellular,240,1,nonexistent,0
38,admin.,divorced,high.school,no,yes,no,cellular,128,1,nonexistent,0
29,services,married,high.school,no,yes,no,cellular,556,1,nonexistent,1
55,blue-collar,married,basic.4y,no,no,no,cellular,199,1,nonexistent,0
34,blue-collar,married,basic.9y,no,yes,no,telephone,199,4,nonexistent,0
59,technician,divorced,university.degree,no,no,no,cellular,39,1,nonexistent,0
49,blue-collar,married,basic.4y,no,no,yes,telephone,256,15,nonexistent,0
52,management,married,university.degree,no,yes,yes,cellular,161,1,nonexistent,0
47,admin.,married,basic.9y,no,yes,no,cellular,461,1,nonexistent,0
35,self-employed,married,high.school,no,no,no,cellular,187,3,nonexistent,0
39,admin.,married,high.school,no,yes,no,cellular,201,1,nonexistent,0
34,services,married,high.school,no,yes,no,cellular,206,6,nonexistent,0
48,blue-collar,married,basic.4y,no,no,no,cellular,297,1,nonexistent,0
51,technician,married,professional.course,no,no,yes,cellular,130,1,nonexistent,0
47,admin.,divorced,high.school,no,no,no,cellular,480,1,nonexistent,0
47,admin.,divorced,high.school,no,no,no,cellular,532,1,nonexistent,1
33,technician,single,professional.course,no,yes,yes,cellular,554,1,nonexistent,0
42,admin.,married,university.degree,no,yes,no,cellular,46,1,nonexistent,0
37,entrepreneur,married,basic.6y,no,yes,no,cellular,254,1,nonexistent,0
54,management,married,university.degree,no,yes,no,cellular,224,1,nonexistent,0
31,admin.,married,university.degree,no,yes,no,telephone,118,2,nonexistent,0
45,services,divorced,high.school,no,no,no,cellular,295,1,nonexistent,0
36,technician,married,university.degree,no,yes,no,cellular,174,1,nonexistent,0
46,blue-collar,married,basic.9y,no,yes,no,cellular,243,2,nonexistent,0
29,technician,married,professional.course,no,yes,no,cellular,111,1,nonexistent,0
43,services,married,professional.course,no,yes,no,cellular,451,1,nonexistent,0
28,admin.,single,high.school,no,no,no,cellular,154,1,nonexistent,0
40,services,married,high.school,no,no,yes,cellular,162,4,nonexistent,0
53,entrepreneur,single,basic.9y,no,no,no,cellular,933,1,nonexistent,0
51,blue-collar,married,high.school,no,no,no,cellular,110,1,nonexistent,0
35,technician,married,basic.9y,no,yes,no,cellular,448,1,nonexistent,0
41,entrepreneur,married,basic.4y,no,yes,no,cellular,120,1,nonexistent,0
48,blue-collar,married,basic.4y,no,no,no,cellular,151,1,nonexistent,0
33,management,married,university.degree,no,yes,no,cellular,199,1,nonexistent,0
52,entrepreneur,married,university.degree,no,yes,no,cellular,97,3,nonexistent,0
41,entrepreneur,married,basic.4y,no,no,no,cellular,531,1,nonexistent,0
46,admin.,married,university.degree,no,no,no,telephone,41,1,nonexistent,0
30,technician,single,high.school,no,yes,no,telephone,130,2,nonexistent,0
37,management,married,high.school,no,yes,no,cellular,599,1,nonexistent,1
50,management,married,university.degree,no,yes,no,cellular,236,1,nonexistent,0
33,blue-collar,married,basic.9y,no,no,no,cellular,532,2,nonexistent,0
34,blue-collar,married,basic.9y,no,no,no,cellular,136,1,nonexistent,0
24,services,married,high.school,no,yes,no,cellular,337,4,nonexistent,0
31,admin.,married,university.degree,no,yes,no,cellular,1467,1,nonexistent,0
43,entrepreneur,married,university.degree,no,yes,no,cellular,117,3,nonexistent,0
29,services,single,university.degree,no,no,no,cellular,234,2,nonexistent,0
33,blue-collar,married,basic.9y,no,no,yes,cellular,387,2,nonexistent,0
36,entrepreneur,married,high.school,no,no,no,cellular,500,2,nonexistent,0
36,admin.,married,university.degree,no,no,no,telephone,267,7,nonexistent,0
42,admin.,married,university.degree,no,yes,yes,cellular,313,2,nonexistent,0
52,blue-collar,married,basic.9y,no,no,no,cellular,535,1,nonexistent,0
39,self-employed,married,university.degree,no,no,no,cellular,175,1,nonexistent,0
60,retired,married,high.school,no,no,no,telephone,188,7,nonexistent,0
41,admin.,divorced,basic.6y,no,no,no,telephone,141,1,nonexistent,0
36,technician,married,basic.6y,no,yes,no,cellular,422,3,nonexistent,0
31,services,married,high.school,no,yes,no,cellular,354,1,nonexistent,0
33,admin.,married,professional.course,no,no,no,cellular,209,1,nonexistent,0
36,admin.,married,high.school,no,yes,no,telephone,194,2,nonexistent,0
34,technician,married,professional.course,no,no,no,cellular,166,1,nonexistent,0
50,entrepreneur,married,university.degree,no,yes,no,cellular,1165,2,nonexistent,0
29,services,single,high.school,no,yes,no,cellular,113,4,nonexistent,0
28,services,single,high.school,no,yes,no,cellular,98,1,nonexistent,0
46,blue-collar,married,basic.9y,no,yes,no,cellular,190,1,nonexistent,0
23,services,single,high.school,no,no,no,cellular,104,1,nonexistent,0
31,admin.,single,high.school,no,no,no,cellular,88,1,nonexistent,0
23,services,single,high.school,no,no,no,cellular,316,1,nonexistent,0
31,admin.,married,university.degree,no,no,no,telephone,211,2,nonexistent,0
50,technician,married,professional.course,no,no,no,cellular,830,5,nonexistent,1
47,technician,married,professional.course,no,no,no,cellular,208,10,nonexistent,0
32,technician,married,professional.course,no,no,no,cellular,167,2,nonexistent,0
42,admin.,married,university.degree,no,yes,no,cellular,108,2,nonexistent,0
42,technician,divorced,basic.9y,no,yes,no,cellular,299,3,nonexistent,0
27,admin.,married,high.school,no,yes,no,cellular,238,2,nonexistent,0
40,admin.,single,university.degree,no,yes,no,cellular,281,1,nonexistent,0
25,admin.,single,high.school,no,no,no,cellular,270,2,nonexistent,0
25,blue-collar,single,high.school,no,no,no,cellular,234,1,nonexistent,0
25,admin.,married,high.school,no,no,no,cellular,68,1,nonexistent,0
43,blue-collar,married,basic.9y,no,yes,no,cellular,107,6,nonexistent,0
25,admin.,divorced,professional.course,no,no,no,cellular,159,1,nonexistent,0
28,technician,divorced,university.degree,no,yes,no,cellular,247,1,nonexistent,0
32,admin.,single,university.degree,no,no,no,cellular,97,1,nonexistent,0
52,blue-collar,married,basic.9y,no,yes,no,cellular,228,2,nonexistent,0
51,blue-collar,divorced,basic.9y,no,no,no,cellular,293,7,nonexistent,0
41,services,married,basic.9y,no,no,no,cellular,88,3,nonexistent,0
33,entrepreneur,single,professional.course,no,no,no,telephone,143,3,nonexistent,0
38,unemployed,married,high.school,no,no,no,cellular,273,5,nonexistent,0
30,blue-collar,single,basic.9y,no,no,no,cellular,152,2,nonexistent,0
31,admin.,married,high.school,no,no,no,cellular,87,1,nonexistent,0
42,admin.,divorced,university.degree,no,yes,no,telephone,339,2,nonexistent,0
24,services,single,high.school,no,no,no,cellular,98,1,nonexistent,0
49,technician,married,professional.course,no,yes,yes,telephone,70,3,nonexistent,0
34,management,single,high.school,no,no,no,cellular,264,1,nonexistent,0
39,blue-collar,married,professional.course,no,no,no,cellular,280,1,nonexistent,0
35,technician,married,professional.course,no,no,no,cellular,164,2,nonexistent,0
43,entrepreneur,married,basic.4y,no,no,no,cellular,25,30,nonexistent,0
31,admin.,married,basic.9y,no,yes,no,cellular,196,3,nonexistent,0
47,blue-collar,married,basic.4y,no,no,no,cellular,95,3,nonexistent,0
56,housemaid,married,basic.4y,no,no,yes,cellular,116,1,nonexistent,0
37,blue-collar,single,basic.6y,no,yes,yes,cellular,305,1,nonexistent,0
33,admin.,married,university.degree,no,yes,no,cellular,263,1,nonexistent,0
28,blue-collar,married,high.school,no,yes,no,cellular,210,2,nonexistent,0
36,blue-collar,married,professional.course,no,yes,no,cellular,333,5,nonexistent,0
39,admin.,married,high.school,no,yes,no,cellular,627,3,nonexistent,0
42,blue-collar,married,basic.4y,no,no,no,cellular,100,4,nonexistent,0
31,technician,married,high.school,no,no,no,cellular,75,3,nonexistent,0
37,blue-collar,single,high.school,no,yes,no,telephone,416,8,nonexistent,0
39,services,married,basic.9y,no,no,yes,cellular,51,2,nonexistent,0
28,blue-collar,married,basic.9y,no,yes,yes,cellular,576,2,nonexistent,0
31,admin.,married,high.school,no,no,no,cellular,160,5,nonexistent,0
43,admin.,divorced,high.school,no,no,no,cellular,96,3,nonexistent,0
39,services,married,basic.9y,no,yes,no,telephone,543,2,nonexistent,0
38,admin.,married,professional.course,no,no,no,cellular,182,3,nonexistent,0
26,unemployed,single,basic.9y,no,yes,yes,cellular,104,4,nonexistent,0
35,management,divorced,university.degree,no,no,no,cellular,13,20,nonexistent,0
35,admin.,single,university.degree,no,yes,no,cellular,167,2,nonexistent,0
31,blue-collar,married,high.school,no,yes,no,cellular,317,3,nonexistent,0
36,admin.,married,high.school,no,no,no,cellular,74,7,nonexistent,0
32,admin.,divorced,high.school,no,yes,no,cellular,422,1,nonexistent,0
35,admin.,single,university.degree,no,yes,no,cellular,447,3,nonexistent,0
33,blue-collar,single,basic.6y,no,no,yes,cellular,380,3,nonexistent,0
50,admin.,divorced,university.degree,no,no,no,cellular,371,2,nonexistent,0
48,blue-collar,married,basic.6y,no,yes,no,cellular,122,5,nonexistent,0
26,blue-collar,married,basic.9y,no,yes,no,cellular,159,2,nonexistent,0
39,admin.,divorced,basic.9y,no,yes,no,cellular,79,2,nonexistent,0
35,blue-collar,married,professional.course,no,yes,no,cellular,261,5,nonexistent,0
44,blue-collar,single,high.school,no,yes,yes,cellular,234,1,nonexistent,0
34,blue-collar,married,basic.9y,no,no,yes,telephone,146,4,nonexistent,0
36,services,divorced,university.degree,no,no,no,cellular,407,1,nonexistent,0
34,admin.,married,university.degree,no,no,no,cellular,416,4,nonexistent,0
37,technician,single,university.degree,no,no,no,cellular,756,3,nonexistent,0
31,services,single,high.school,no,no,no,cellular,500,1,nonexistent,0
48,admin.,divorced,high.school,no,no,no,telephone,352,2,nonexistent,0
37,technician,single,university.degree,no,yes,no,cellular,164,3,nonexistent,0
42,entrepreneur,married,high.school,no,yes,no,cellular,100,2,nonexistent,0
24,unemployed,single,high.school,no,yes,no,telephone,245,5,nonexistent,0
36,technician,married,university.degree,no,no,no,cellular,95,2,nonexistent,0
52,housemaid,married,basic.4y,no,yes,no,cellular,88,1,nonexistent,0
50,housemaid,divorced,high.school,no,yes,no,cellular,78,1,nonexistent,0
25,services,single,high.school,no,no,no,cellular,422,2,nonexistent,0
40,services,married,high.school,no,yes,no,telephone,167,3,nonexistent,0
53,services,married,high.school,no,no,no,telephone,336,3,nonexistent,0
30,blue-collar,single,basic.4y,no,no,no,cellular,112,10,nonexistent,0
37,services,married,high.school,no,no,no,cellular,221,2,nonexistent,0
31,services,married,high.school,no,no,no,cellular,624,5,nonexistent,0
44,admin.,married,high.school,no,yes,no,cellular,53,1,nonexistent,0
30,technician,married,professional.course,no,yes,no,cellular,279,11,nonexistent,0
44,admin.,married,high.school,no,yes,no,cellular,136,1,nonexistent,0
44,admin.,married,high.school,no,yes,no,cellular,242,1,nonexistent,0
38,technician,married,professional.course,no,yes,no,cellular,185,1,nonexistent,0
33,technician,married,professional.course,no,yes,no,telephone,9,17,nonexistent,0
41,admin.,married,high.school,no,no,yes,cellular,205,4,nonexistent,0
31,entrepreneur,single,basic.9y,no,no,no,cellular,131,3,nonexistent,0
31,admin.,married,university.degree,no,no,yes,cellular,15,11,nonexistent,0
26,technician,married,professional.course,no,no,no,cellular,192,1,nonexistent,0
44,housemaid,married,high.school,no,yes,yes,cellular,118,1,nonexistent,0
33,blue-collar,married,basic.4y,no,no,no,cellular,219,1,nonexistent,0
31,blue-collar,single,basic.9y,no,yes,no,cellular,342,1,nonexistent,0
25,services,married,high.school,no,yes,no,cellular,140,1,nonexistent,0
25,services,married,high.school,no,no,no,cellular,161,1,nonexistent,0
25,services,married,high.school,no,no,no,cellular,259,1,nonexistent,0
32,services,married,basic.9y,no,no,no,cellular,491,1,nonexistent,0
32,services,married,high.school,no,no,no,cellular,220,1,nonexistent,0
56,unemployed,divorced,professional.course,no,no,no,telephone,141,1,nonexistent,0
26,blue-collar,single,basic.9y,no,yes,no,cellular,109,1,nonexistent,0
29,admin.,single,high.school,no,yes,no,cellular,259,1,nonexistent,0
34,admin.,married,university.degree,no,yes,no,cellular,183,1,nonexistent,0
30,services,married,high.school,no,yes,no,cellular,24,26,nonexistent,0
34,admin.,married,university.degree,no,yes,no,cellular,216,1,nonexistent,0
30,admin.,divorced,high.school,no,yes,no,telephone,58,2,nonexistent,0
31,services,divorced,high.school,no,no,no,cellular,123,1,nonexistent,0
49,services,divorced,high.school,no,yes,no,cellular,146,1,nonexistent,0
48,services,divorced,high.school,no,yes,yes,cellular,191,1,nonexistent,0
38,admin.,divorced,university.degree,no,yes,no,cellular,175,1,nonexistent,0
38,admin.,divorced,university.degree,no,yes,no,cellular,395,1,nonexistent,0
40,services,divorced,high.school,no,yes,no,cellular,144,1,nonexistent,0
57,admin.,married,professional.course,no,yes,no,cellular,425,1,nonexistent,0
32,admin.,single,university.degree,no,yes,no,cellular,59,1,nonexistent,0
29,entrepreneur,married,university.degree,no,no,no,telephone,208,5,nonexistent,0
31,admin.,single,high.school,no,yes,no,cellular,85,4,nonexistent,0
34,admin.,married,professional.course,no,no,yes,cellular,82,1,nonexistent,0
32,blue-collar,single,high.school,no,yes,no,cellular,523,3,nonexistent,0
26,admin.,married,high.school,no,yes,yes,cellular,144,4,nonexistent,0
43,admin.,married,university.degree,no,yes,yes,cellular,152,1,nonexistent,0
34,admin.,married,university.degree,no,no,yes,cellular,119,2,nonexistent,0
39,management,divorced,university.degree,no,yes,no,cellular,732,1,nonexistent,1
43,admin.,married,university.degree,no,no,no,cellular,136,1,nonexistent,0
33,self-employed,single,professional.course,no,yes,no,cellular,85,1,nonexistent,0
43,admin.,married,university.degree,no,no,no,cellular,524,1,nonexistent,0
43,admin.,married,university.degree,no,yes,yes,telephone,377,1,nonexistent,0
33,services,single,high.school,no,yes,no,cellular,286,1,nonexistent,0
24,admin.,married,high.school,no,no,no,cellular,42,1,nonexistent,0
32,technician,married,professional.course,no,no,no,cellular,711,1,nonexistent,0
40,admin.,single,university.degree,no,yes,no,cellular,238,3,nonexistent,0
35,admin.,single,high.school,no,no,no,cellular,136,1,nonexistent,0
33,blue-collar,single,basic.9y,no,yes,yes,cellular,367,1,nonexistent,0
33,blue-collar,single,basic.9y,no,yes,no,cellular,531,1,nonexistent,1
43,management,married,basic.9y,no,no,no,cellular,217,1,nonexistent,0
26,admin.,married,high.school,no,no,no,cellular,260,1,nonexistent,0
25,technician,single,university.degree,no,no,no,cellular,460,3,nonexistent,1
48,management,married,high.school,no,no,no,cellular,116,1,nonexistent,0
33,technician,married,high.school,no,no,no,telephone,176,1,nonexistent,0
33,services,married,high.school,no,yes,yes,cellular,130,1,nonexistent,0
33,services,married,high.school,no,no,no,cellular,130,1,nonexistent,0
33,services,married,high.school,no,no,no,cellular,272,1,nonexistent,0
49,management,married,university.degree,no,yes,no,cellular,71,1,nonexistent,0
48,management,married,high.school,no,no,no,cellular,705,1,nonexistent,1
28,technician,single,professional.course,no,yes,no,cellular,185,2,nonexistent,0
35,admin.,married,high.school,no,yes,no,cellular,992,2,nonexistent,1
41,admin.,single,university.degree,no,no,no,cellular,253,1,nonexistent,0
48,management,married,high.school,no,no,no,cellular,154,1,nonexistent,0
26,management,single,university.degree,no,yes,no,cellular,154,1,nonexistent,0
26,management,single,university.degree,no,yes,no,cellular,201,1,nonexistent,0
27,admin.,single,professional.course,no,no,no,cellular,46,1,nonexistent,0
28,services,married,high.school,no,yes,no,cellular,191,1,nonexistent,0
41,admin.,single,university.degree,no,no,no,cellular,362,1,nonexistent,0
43,admin.,single,high.school,no,yes,no,telephone,287,1,nonexistent,0
29,admin.,single,high.school,no,no,no,cellular,574,2,nonexistent,1
43,blue-collar,married,basic.6y,no,yes,no,cellular,220,2,nonexistent,0
29,blue-collar,married,basic.9y,no,no,no,cellular,249,3,nonexistent,0
43,admin.,single,high.school,no,no,no,cellular,120,1,nonexistent,0
26,entrepreneur,married,professional.course,no,yes,no,cellular,113,1,nonexistent,0
26,entrepreneur,married,professional.course,no,yes,no,cellular,359,1,nonexistent,0
30,admin.,single,high.school,no,yes,no,cellular,443,1,nonexistent,0
30,technician,single,university.degree,no,no,no,cellular,402,1,nonexistent,0
38,blue-collar,married,high.school,no,no,no,cellular,165,1,nonexistent,0
56,technician,divorced,professional.course,no,no,no,cellular,143,1,nonexistent,0
30,services,married,basic.9y,no,no,no,telephone,186,2,nonexistent,0
25,services,married,high.school,no,no,no,cellular,1767,2,nonexistent,1
34,admin.,married,university.degree,no,no,no,cellular,145,2,nonexistent,0
30,technician,single,professional.course,no,no,no,cellular,125,1,nonexistent,0
30,technician,single,professional.course,no,no,no,cellular,156,1,nonexistent,0
46,services,married,basic.9y,no,no,no,cellular,630,2,nonexistent,0
30,technician,single,high.school,no,no,no,cellular,116,1,nonexistent,0
48,technician,divorced,professional.course,no,yes,no,cellular,188,1,nonexistent,0
47,blue-collar,divorced,basic.9y,no,yes,no,cellular,199,1,nonexistent,0
35,blue-collar,married,basic.4y,no,no,no,cellular,545,3,nonexistent,0
29,admin.,married,high.school,no,yes,no,cellular,681,1,nonexistent,1
42,admin.,married,university.degree,no,yes,yes,cellular,156,1,nonexistent,0
27,admin.,single,professional.course,no,yes,no,cellular,483,2,nonexistent,0
37,services,married,basic.6y,no,yes,no,cellular,165,1,nonexistent,0
37,admin.,married,university.degree,no,no,no,cellular,197,2,nonexistent,0
28,blue-collar,married,basic.9y,no,no,no,cellular,245,1,nonexistent,0
34,technician,single,university.degree,no,yes,yes,cellular,113,1,nonexistent,0
34,technician,single,university.degree,no,no,no,cellular,173,1,nonexistent,0
28,services,married,high.school,no,no,no,cellular,214,1,nonexistent,0
34,technician,single,university.degree,no,no,yes,cellular,1082,1,nonexistent,1
30,technician,single,professional.course,no,yes,no,cellular,206,1,nonexistent,0
42,blue-collar,married,basic.9y,no,no,no,cellular,730,1,nonexistent,1
33,services,single,high.school,no,yes,no,cellular,143,2,nonexistent,0
30,technician,single,professional.course,no,no,no,cellular,259,1,nonexistent,0
30,technician,single,professional.course,no,yes,no,cellular,154,1,nonexistent,0
30,technician,single,professional.course,no,no,no,cellular,163,1,nonexistent,0
31,management,single,basic.9y,no,yes,no,cellular,123,4,nonexistent,0
36,admin.,married,university.degree,no,yes,no,cellular,716,5,nonexistent,1
39,services,married,high.school,no,no,no,cellular,297,1,nonexistent,0
40,technician,divorced,professional.course,no,yes,no,cellular,86,2,nonexistent,0
40,technician,divorced,professional.course,no,no,no,cellular,122,2,nonexistent,0
34,technician,single,university.degree,no,no,no,cellular,116,2,nonexistent,0
37,blue-collar,single,basic.6y,no,no,no,cellular,338,3,nonexistent,0
32,blue-collar,married,university.degree,no,no,no,cellular,212,1,nonexistent,0
25,admin.,single,high.school,no,no,yes,cellular,586,2,nonexistent,0
28,services,married,high.school,no,no,no,cellular,413,1,nonexistent,0
29,technician,single,university.degree,no,no,yes,cellular,293,1,nonexistent,0
34,blue-collar,married,basic.4y,no,yes,yes,cellular,528,2,nonexistent,0
23,admin.,single,high.school,no,no,no,cellular,220,1,nonexistent,0
27,admin.,single,professional.course,no,no,no,cellular,803,2,nonexistent,1
49,management,married,university.degree,no,yes,no,cellular,604,1,nonexistent,0
34,technician,single,university.degree,no,no,no,cellular,159,2,nonexistent,0
40,admin.,single,university.degree,no,yes,no,cellular,220,4,nonexistent,0
20,blue-collar,married,basic.4y,no,no,yes,cellular,285,1,nonexistent,0
37,blue-collar,single,professional.course,no,no,no,cellular,96,1,nonexistent,0
34,blue-collar,married,basic.9y,no,no,yes,cellular,215,2,nonexistent,0
33,services,married,basic.9y,no,yes,no,cellular,163,1,nonexistent,0
27,admin.,single,high.school,no,yes,no,cellular,121,1,nonexistent,0
27,admin.,single,high.school,no,no,no,cellular,185,1,nonexistent,0
27,admin.,single,high.school,no,no,no,cellular,297,1,nonexistent,0
47,blue-collar,divorced,basic.9y,no,yes,no,cellular,266,1,nonexistent,0
27,admin.,single,high.school,no,no,no,cellular,491,1,nonexistent,0
29,admin.,single,high.school,no,yes,no,cellular,303,1,nonexistent,0
34,services,single,high.school,no,yes,no,telephone,112,1,nonexistent,0
29,entrepreneur,married,university.degree,no,yes,no,cellular,306,2,nonexistent,0
32,admin.,single,university.degree,no,no,no,cellular,1027,1,nonexistent,0
27,entrepreneur,married,high.school,no,no,no,cellular,831,1,nonexistent,1
27,admin.,single,professional.course,no,no,no,cellular,338,2,nonexistent,0
25,blue-collar,single,basic.9y,no,yes,yes,cellular,138,1,nonexistent,0
37,services,divorced,basic.6y,no,yes,yes,cellular,210,2,nonexistent,0
23,entrepreneur,married,professional.course,no,no,no,cellular,58,1,nonexistent,0
31,admin.,married,high.school,no,yes,no,cellular,305,2,nonexistent,0
23,entrepreneur,married,professional.course,no,yes,no,cellular,283,1,nonexistent,0
48,technician,divorced,professional.course,no,yes,no,cellular,360,4,nonexistent,0
27,admin.,single,high.school,no,no,no,cellular,216,1,nonexistent,0
33,blue-collar,married,basic.9y,no,yes,no,cellular,327,5,nonexistent,0
27,admin.,single,high.school,no,no,no,cellular,317,1,nonexistent,0
27,management,single,university.degree,no,yes,yes,cellular,76,2,nonexistent,0
29,admin.,single,high.school,no,yes,no,cellular,202,2,nonexistent,0
43,blue-collar,divorced,basic.9y,no,no,no,cellular,108,1,nonexistent,0
47,admin.,married,university.degree,no,yes,no,cellular,194,3,nonexistent,0
29,admin.,married,high.school,no,no,yes,cellular,165,3,nonexistent,0
43,technician,single,professional.course,no,yes,no,cellular,64,3,nonexistent,0
33,blue-collar,single,basic.9y,no,no,yes,cellular,141,2,nonexistent,0
43,blue-collar,divorced,basic.9y,no,yes,no,cellular,82,1,nonexistent,0
26,technician,married,professional.course,no,yes,no,cellular,136,1,nonexistent,0
43,admin.,single,high.school,no,yes,yes,cellular,54,2,nonexistent,0
27,admin.,single,high.school,no,no,no,cellular,158,1,nonexistent,0
27,admin.,single,high.school,no,no,no,cellular,192,1,nonexistent,0
27,admin.,single,high.school,no,yes,yes,cellular,144,1,nonexistent,0
28,blue-collar,divorced,high.school,no,yes,no,cellular,251,1,nonexistent,0
50,admin.,married,professional.course,no,yes,yes,cellular,635,1,nonexistent,1
35,blue-collar,married,professional.course,no,no,no,cellular,584,2,nonexistent,0
35,technician,married,professional.course,no,yes,no,cellular,157,8,nonexistent,0
29,services,married,high.school,no,yes,no,cellular,78,4,nonexistent,0
42,blue-collar,married,basic.9y,no,no,no,cellular,119,3,nonexistent,0
28,blue-collar,divorced,high.school,no,yes,yes,cellular,214,1,nonexistent,0
30,blue-collar,married,basic.6y,no,yes,no,cellular,355,1,nonexistent,0
38,admin.,married,university.degree,no,yes,yes,cellular,452,3,nonexistent,0
34,admin.,single,university.degree,no,yes,no,cellular,819,3,nonexistent,1
30,blue-collar,married,basic.9y,no,no,no,cellular,623,2,nonexistent,1
29,technician,married,professional.course,no,no,no,cellular,294,2,nonexistent,0
33,blue-collar,single,basic.9y,no,yes,yes,telephone,63,3,nonexistent,0
