age,job,marital,education,default,housing,loan,contact,duration,campaign,poutcome,y
24,2,1,5,0,1,0,0,128,21,0,0
32,3,2,3,0,1,0,0,269,3,0,0
36,2,1,1,0,1,0,0,150,7,0,0
44,2,2,1,0,0,0,0,132,4,0,0
46,4,2,2,0,1,0,0,1208,3,0,0
45,8,0,5,0,1,0,0,228,2,0,0
29,3,2,5,0,0,1,0,585,2,0,0
37,4,1,5,0,0,0,0,229,7,0,0
55,0,0,5,0,1,0,0,441,3,0,0
38,4,2,2,0,1,0,0,60,6,0,0
59,2,0,5,0,1,0,0,47,2,0,0
58,4,0,1,0,0,0,0,270,3,0,0
54,4,0,1,0,1,1,0,26,7,0,0
43,1,0,1,0,0,0,0,386,5,0,0
36,2,2,1,0,1,0,0,54,4,0,0
28,2,1,1,0,0,0,0,284,8,0,0
46,3,2,3,0,0,0,0,53,2,0,0
31,4,0,4,0,0,1,0,245,2,0,0
38,4,0,4,0,0,1,0,151,3,0,0
50,1,0,1,0,1,1,0,64,6,0,0
39,1,1,1,0,1,0,0,205,3,0,0
34,3,0,5,0,1,0,0,250,2,0,0
30,8,1,5,0,1,0,0,66,1,0,0
51,3,0,1,0,0,1,0,137,6,0,0
26,2,1,1,0,0,0,0,72,1,0,0
35,2,0,5,0,1,0,0,284,4,0,0
24,7,0,5,0,1,1,0,126,4,0,0
51,4,2,0,0,0,0,0,120,1,0,0
31,5,2,0,0,1,0,0,48,1,0,0
30,9,1,5,0,1,0,0,1062,4,0,0
46,5,2,4,0,0,0,0,283,3,0,0
44,2,1,1,0,0,0,0,295,1,0,0
38,4,0,2,0,0,0,0,37,1,0,0
30,2,0,5,0,0,1,0,18,1,0,0
33,4,1,4,0,1,0,0,18,1,0,0
31,4,1,4,0,0,0,0,350,7,0,0
36,4,1,1,0,1,0,0,835,1,0,1
30,1,0,1,0,1,0,0,421,2,0,0
29,3,1,1,0,0,0,0,112,3,0,0
37,8,0,5,0,1,0,0,744,3,0,0
34,2,0,5,0,1,0,0,102,4,0,0
42,3,0,2,0,1,0,0,261,3,0,0
31,3,0,3,0,0,0,0,371,2,0,1
38,2,1,5,0,1,0,0,190,2,0,0
30,4,0,2,0,0,0,0,114,4,0,0
25,4,1,4,0,0,0,0,680,2,0,0
25,1,1,3,0,0,0,0,185,4,0,0
28,2,1,5,0,0,0,0,156,3,0,0
35,3,1,3,0,0,0,0,394,3,0,0
34,1,0,4,0,0,0,0,37,3,0,0
31,1,0,1,0,1,0,0,417,3,0,0
35,3,0,3,0,0,0,0,1528,2,0,1
56,8,0,5,0,0,0,0,154,4,0,0
31,1,1,2,0,0,0,0,533,3,0,0
41,4,2,0,0,1,0,0,122,1,0,0
33,2,1,1,0,0,1,0,113,1,0,0
32,4,0,1,0,0,0,0,220,1,0,0
41,4,0,2,0,0,0,0,15,1,0,0
29,2,0,1,0,0,1,0,97,8,0,0
41,2,2,1,0,1,0,0,199,1,0,0
36,1,1,1,0,0,0,0,142,1,0,0
35,3,0,3,0,0,0,0,417,1,0,0
43,4,0,2,0,0,0,0,192,1,0,0
32,1,0,1,0,1,0,0,443,1,0,0
41,1,0,4,0,1,0,0,115,1,0,0
25,2,1,1,0,1,0,0,54,3,0,0
36,2,0,1,0,1,0,0,159,1,0,0
36,2,0,1,0,1,0,0,335,1,0,0
42,2,2,5,0,0,0,0,104,1,0,0
35,7,1,3,0,0,0,0,236,1,0,0
50,8,0,5,0,1,0,0,300,1,0,0
42,2,2,5,0,1,0,0,163,1,0,0
32,2,0,1,0,1,0,0,156,1,0,0
32,2,0,1,0,0,0,0,103,1,0,0
39,4,2,4,0,1,0,0,187,1,0,0
43,4,0,2,0,1,0,0,1540,1,0,1
39,4,2,4,0,1,0,0,310,1,0,0
41,1,0,4,0,1,0,0,147,1,0,0
34,2,1,1,0,0,1,0,129,1,0,0
36,2,0,1,0,1,1,0,208,1,0,0
28,1,1,1,0,0,0,0,124,1,0,0
49,0,2,0,0,0,0,0,67,1,0,0
31,4,0,4,0,0,0,0,1218,1,0,0
25,0,0,0,0,0,0,0,362,1,0,0
29,8,0,5,0,0,0,0,973,1,0,1
31,2,0,1,0,1,0,0,132,6,0,0
27,3,0,5,0,1,1,0,55,10,0,0
31,2,0,1,0,1,0,0,105,1,0,0
28,2,1,5,0,1,0,0,355,1,0,0
28,8,1,4,0,0,0,0,466,2,0,0
26,4,0,0,0,0,0,0,94,1,0,0
25,1,0,1,0,1,0,0,227,1,0,0
28,4,0,4,0,0,0,0,387,1,0,0
33,2,0,5,0,1,0,0,379,5,0,0
55,8,1,0,0,0,0,0,205,4,0,0
29,8,0,5,0,0,0,0,332,2,0,0
28,4,0,4,0,1,0,0,200,1,0,0
24,4,1,0,0,0,0,0,537,1,0,1
24,4,1,0,0,0,0,0,476,1,0,0
20,1,1,1,0,1,0,0,290,2,0,0
29,10,0,3,0,0,0,0,26,1,0,0
29,10,0,3,0,0,0,0,632,1,0,0
32,4,0,2,0,0,0,0,316,1,0,0
32,4,0,2,0,1,1,0,440,1,0,0
32,2,1,5,0,0,0,0,52,6,0,0
37,3,1,5,0,0,0,0,190,3,0,0
36,4,0,4,0,0,0,0,81,2,0,0
55,8,1,0,0,1,0,0,58,3,0,0
29,2,1,1,0,1,0,0,356,2,0,0
24,1,1,1,0,1,0,0,221,1,0,0
24,1,1,1,0,1,0,0,453,1,0,0
40,2,0,5,0,0,0,0,248,29,0,0
41,1,0,4,0,1,0,0,324,2,0,0
29,7,1,3,0,0,0,0,609,1,0,0
28,2,0,5,0,0,0,0,392,1,0,0
57,5,0,4,0,1,0,0,422,1,0,0
57,0,0,0,0,0,0,0,101,1,0,0
38,4,0,3,0,0,0,0,112,3,0,0
56,3,1,5,0,1,0,0,308,1,0,0
52,1,1,1,0,1,0,0,43,1,0,0
25,3,0,3,0,1,0,0,149,2,0,0
31,0,0,3,0,1,0,0,36,1,0,0
52,1,1,1,0,1,0,0,324,1,0,0
32,9,1,5,0,1,0,0,209,12,0,0
31,7,2,1,0,1,0,0,119,3,0,0
28,8,0,5,0,1,0,0,695,1,0,1
32,4,2,4,0,0,0,0,13,11,0,0
41,3,1,3,0,1,0,0,1255,1,0,1
29,3,2,3,0,1,0,0,11,19,0,0
39,8,0,4,0,0,0,0,255,2,0,0
42,8,0,5,0,0,0,0,50,2,0,0
50,5,0,1,0,0,0,0,373,2,0,0
34,4,0,1,0,0,0,0,18,6,0,0
32,4,1,1,0,1,0,0,108,2,0,0
44,7,0,3,0,0,1,0,307,14,0,0
48,3,2,5,0,1,0,0,78,3,0,0
41,10,0,4,0,1,0,0,376,7,0,0
32,3,0,3,0,0,0,0,188,1,0,0
27,2,1,5,0,0,0,0,443,7,0,0
41,2,0,5,0,1,1,0,802,3,0,0
54,5,0,1,0,0,0,0,36,16,0,0
52,4,2,1,0,0,0,0,18,5,0,0
55,8,1,0,0,1,0,0,89,4,0,0
38,4,0,4,0,0,0,0,359,2,0,0
56,6,0,0,0,1,0,0,19,30,0,0
41,1,0,4,0,1,0,0,404,2,0,0
40,4,0,4,0,0,0,0,13,14,0,0
25,1,1,1,0,0,0,0,297,3,0,0
42,2,0,2,0,1,0,0,300,3,0,0
59,6,0,4,0,1,0,0,2093,1,0,1
24,3,1,3,0,1,0,0,37,2,0,0
44,2,1,1,0,0,0,0,61,3,0,0
43,4,0,4,0,0,0,0,793,3,0,0
31,4,0,4,0,1,0,0,704,4,0,1
28,3,1,3,0,1,0,0,1195,2,0,0
33,4,0,0,0,1,0,0,61,23,0,0
47,2,0,4,0,1,0,0,96,3,0,0
35,2,2,5,0,1,0,0,399,2,0,0
25,4,0,4,0,1,0,0,121,2,0,0
26,3,1,3,0,0,0,0,84,5,0,0
42,7,0,3,0,0,0,0,108,2,0,0
43,8,0,1,0,0,0,0,48,10,0,0
29,3,0,3,0,0,0,0,129,10,0,0
29,4,0,3,0,0,0,0,230,3,0,0
45,3,2,3,0,1,0,0,37,3,0,0
38,4,0,0,0,1,0,0,25,41,0,0
33,7,0,5,0,1,1,0,77,2,0,0
33,4,0,0,0,1,0,0,313,2,0,0
43,8,2,5,0,0,0,0,114,1,0,0
39,4,2,4,0,1,0,0,119,2,0,0
36,2,1,5,0,0,0,0,305,6,0,0
31,1,1,1,0,0,0,0,49,2,0,0
51,8,0,1,0,0,0,0,99,3,0,0
28,8,0,5,0,0,0,0,771,2,0,1
41,4,0,4,0,0,0,0,378,2,0,0
44,3,0,1,0,1,1,0,491,3,0,0
57,6,2,3,0,0,0,0,203,1,0,0
49,2,0,1,0,1,0,0,135,3,0,0
36,4,0,1,0,0,0,0,626,5,0,0
51,8,0,5,0,0,0,0,16,17,0,0
45,2,0,1,0,0,0,0,125,8,0,0
43,4,1,4,0,1,0,0,354,21,0,0
23,4,1,4,0,1,0,0,507,2,0,0
26,2,1,1,0,0,0,0,140,2,0,0
33,10,0,5,0,0,0,0,113,2,0,0
28,2,1,5,0,1,0,0,249,5,0,0
28,4,0,2,0,0,0,0,1060,5,0,1
54,8,0,2,0,0,0,0,255,3,0,0
35,2,0,1,0,1,0,0,55,2,0,0
60,6,0,1,0,1,0,0,340,3,0,0
49,3,0,1,0,0,0,0,156,3,0,0
56,6,0,0,0,0,0,0,375,2,0,0
33,2,0,1,0,0,0,0,43,4,0,0
28,9,1,1,0,1,1,0,604,6,0,0
60,2,0,5,0,0,0,0,1574,3,0,1
34,2,0,1,0,0,0,0,29,11,0,0
39,8,1,5,0,1,0,0,160,6,0,0
40,2,1,5,0,0,0,0,136,2,0,0
56,7,0,5,0,1,1,0,82,1,0,0
33,2,1,3,0,0,0,0,122,1,0,0
40,2,0,4,0,0,0,0,185,1,0,0
58,7,0,0,0,0,0,0,147,1,0,0
40,4,2,4,0,0,0,0,575,1,0,0
46,2,1,5,0,1,0,0,172,3,0,0
26,2,1,5,0,0,0,0,394,1,0,0
36,9,1,4,0,1,0,0,176,1,0,0
32,3,0,5,0,0,0,0,37,1,0,0
59,6,0,4,0,0,0,0,297,1,0,0
47,8,2,5,0,0,0,0,593,1,0,0
41,10,0,1,0,0,0,0,340,1,0,0
47,2,2,1,0,0,0,0,149,1,0,0
30,4,0,4,0,0,0,0,348,3,0,0
30,2,0,5,0,0,0,0,446,1,0,0
33,10,1,5,0,0,0,0,111,1,0,0
35,4,0,2,0,0,0,0,34,31,0,0
58,10,2,3,0,0,0,0,197,1,0,0
47,2,2,1,0,1,0,0,1224,1,0,1
46,4,0,2,0,0,0,0,144,10,0,0
58,10,2,3,0,1,0,0,430,1,0,0
43,1,0,1,0,1,0,0,268,1,0,0
47,2,0,3,0,0,0,0,252,1,0,0
49,1,0,1,0,0,0,0,395,1,0,0
41,1,2,4,0,0,0,0,147,1,0,0
36,2,0,5,0,1,0,0,127,1,0,0
51,3,0,3,0,1,0,0,22,1,0,0
41,5,0,3,0,1,0,0,109,1,0,0
42,3,0,1,0,0,0,0,677,1,0,0
52,8,2,5,0,0,0,0,167,1,0,0
29,2,0,5,0,0,1,0,105,1,0,0
46,1,0,4,0,0,0,0,57,1,0,0
42,3,1,1,0,0,0,0,220,1,0,0
48,2,1,5,0,1,0,0,1082,1,0,0
27,3,1,3,0,0,0,0,248,1,0,0
32,10,1,1,0,0,0,0,11,1,0,0
35,2,0,5,0,0,0,0,161,1,0,0
32,1,0,1,0,0,0,0,653,2,0,0
35,2,0,1,0,0,0,0,193,1,0,0
47,8,0,0,0,0,1,0,216,1,0,0
35,2,0,1,0,0,1,0,291,1,0,0
53,2,1,1,0,0,0,0,223,1,0,0
37,3,0,3,0,0,0,0,96,1,0,0
42,2,0,0,0,0,0,0,477,7,0,0
53,2,1,1,0,0,0,0,446,1,0,0
35,3,0,3,0,0,0,0,159,1,0,0
55,2,0,1,0,1,0,0,178,1,0,0
37,3,1,3,0,0,0,0,635,3,0,0
44,2,0,5,0,0,0,0,136,1,0,0
34,2,0,1,0,0,0,0,69,1,0,0
45,2,0,4,0,0,0,0,521,1,0,0
33,3,0,3,0,1,0,0,201,1,0,0
41,2,0,5,0,1,1,0,142,4,0,0
30,2,0,1,0,0,0,0,66,1,0,0
45,1,0,2,0,1,1,0,138,1,0,0
38,3,1,3,0,0,0,0,574,4,0,0
43,2,0,5,0,0,0,0,145,2,0,0
34,4,0,4,0,1,0,0,335,2,0,0
44,4,0,0,0,0,0,0,330,1,0,0
54,2,0,1,0,0,0,0,361,1,0,0
46,7,0,4,0,0,0,0,64,1,0,0
36,8,2,5,0,0,0,0,221,12,0,0
34,3,1,5,0,0,0,0,90,1,0,0
33,1,0,5,0,0,0,0,254,1,0,0
49,3,0,3,0,0,0,0,77,1,0,0
49,1,0,1,0,0,1,0,374,3,0,0
34,2,1,1,0,1,0,0,191,3,0,0
49,2,2,1,0,0,0,0,370,1,0,0
57,2,0,5,0,0,1,0,253,1,0,0
47,4,0,2,0,1,0,0,786,1,0,0
40,8,0,5,0,0,0,0,136,1,0,0
30,2,0,1,0,0,0,0,162,3,0,0
33,8,0,5,0,0,1,0,219,2,0,0
36,2,0,1,0,0,0,0,177,1,0,0
38,3,2,3,0,0,0,0,252,2,0,0
55,6,2,3,0,0,0,0,416,3,0,0
43,5,0,3,0,1,0,0,52,1,0,0
37,3,1,1,0,0,0,0,32,1,0,0
31,4,0,4,0,0,0,0,217,2,0,0
24,3,0,3,0,0,0,0,93,2,0,0
58,3,0,1,0,0,0,0,246,3,0,0
29,4,1,1,0,1,0,0,1318,3,0,1
23,1,1,1,0,0,0,0,197,10,0,0
45,3,2,5,0,1,1,0,163,3,0,0
29,2,1,1,0,1,0,0,63,2,0,0
36,4,0,4,0,1,0,0,67,2,0,0
38,2,0,1,0,0,0,0,605,1,0,0
38,2,0,1,0,1,0,0,1411,1,0,0
52,1,2,1,0,1,0,0,83,1,0,0
38,2,0,1,0,1,1,0,2028,1,0,1
28,4,0,1,0,0,0,0,419,4,0,0
53,3,0,5,0,0,0,0,498,7,0,0
40,2,0,5,0,0,0,0,202,2,0,0
49,8,0,5,0,0,0,0,21,1,0,0
40,1,0,1,0,1,1,0,40,1,0,0
31,2,0,1,0,0,0,0,952,4,0,1
36,4,1,4,0,0,1,0,207,1,0,0
34,2,0,4,0,0,0,0,238,1,0,0
35,2,2,5,0,1,0,0,318,1,0,0
37,4,2,4,0,0,0,0,232,1,0,0
35,4,0,1,0,0,0,0,153,14,0,0
36,4,0,0,0,0,0,0,97,1,0,0
49,8,0,5,0,0,0,0,216,2,0,0
38,2,0,5,0,0,0,0,142,1,0,0
39,2,1,1,0,0,0,0,290,1,0,0
36,4,0,0,0,1,0,0,559,1,0,0
33,4,1,4,0,0,0,0,67,1,0,0
57,6,1,0,0,1,0,0,107,1,0,0
25,4,1,4,0,1,0,0,74,1,0,0
23,4,1,4,0,0,0,0,359,1,0,0
31,3,1,5,0,0,0,0,73,1,0,0
51,4,0,0,0,0,0,0,16,9,0,0
45,3,0,5,0,0,0,0,65,1,0,0
34,1,0,2,0,0,0,0,722,1,0,0
31,7,0,1,0,1,0,0,133,1,0,0
37,8,0,5,0,0,0,0,288,1,0,0
29,2,0,4,0,1,0,0,120,1,0,0
60,7,0,0,0,0,0,0,43,3,0,0
43,2,0,5,0,0,0,0,30,2,0,0
37,4,0,4,0,1,0,0,164,2,0,0
47,2,0,5,0,0,0,0,148,1,0,0
37,4,0,3,0,0,0,0,11,7,0,0
28,4,0,4,0,1,0,0,130,1,0,0
28,4,0,4,0,0,0,0,140,1,0,0
25,4,1,3,0,0,0,0,559,1,0,0
38,1,0,1,0,0,0,0,224,1,0,0
53,10,2,4,0,1,0,0,177,2,0,0
35,8,0,1,0,1,0,0,405,2,0,0
45,8,1,4,0,1,0,0,69,1,0,0
28,4,1,1,0,0,0,0,1017,1,0,0
36,3,1,3,0,0,1,0,385,1,0,0
45,8,1,4,0,1,0,0,237,2,0,0
38,2,0,5,0,0,0,0,202,1,0,0
46,1,0,1,0,0,1,0,153,1,0,0
49,8,2,5,0,0,0,0,163,2,0,0
53,3,0,3,0,0,0,0,97,2,0,0
42,3,0,2,0,0,0,0,399,1,0,0
26,4,1,4,0,1,0,0,184,3,0,0
35,4,1,0,0,1,0,0,155,1,0,0
42,0,0,0,0,0,0,0,500,2,0,1
60,8,0,5,0,1,0,0,89,2,0,0
56,6,0,0,0,0,0,0,92,2,0,0
31,4,0,4,0,0,0,0,296,1,0,0
42,8,0,5,0,0,0,0,92,2,0,0
33,4,2,4,0,0,0,0,149,3,0,0
40,4,0,0,0,0,0,0,354,7,0,0
52,4,0,0,0,1,0,0,106,2,0,0
34,4,0,2,0,1,1,0,549,1,0,0
34,0,1,5,0,0,0,0,267,2,0,0
38,2,0,1,0,1,0,0,117,2,0,0
29,2,1,1,0,1,1,0,15,10,0,0
37,4,0,2,0,1,0,0,216,2,0,0
28,3,0,4,0,1,0,0,225,1,0,0
37,3,0,3,0,1,0,0,683,2,0,1
39,3,0,3,0,1,0,0,233,2,0,0
38,3,0,4,0,0,0,0,129,2,0,0
52,1,2,1,0,0,0,0,339,2,0,0
25,4,1,4,0,1,1,0,112,4,0,0
31,3,0,1,0,0,0,0,9,28,0,0
33,3,2,3,0,0,0,0,26,5,0,0
36,2,1,5,0,1,0,0,55,2,0,0
26,3,1,5,0,0,0,0,2635,3,0,0
46,2,2,5,0,1,0,0,138,9,0,0
33,1,1,1,0,1,0,0,326,5,0,0
40,3,0,3,0,0,0,0,179,2,0,0
41,4,0,0,0,1,0,0,262,2,0,0
41,0,0,1,0,1,1,0,168,2,0,0
30,4,0,4,0,0,0,0,193,11,0,0
52,4,0,4,0,1,1,0,241,2,0,0
40,3,0,3,0,0,0,0,37,2,0,0
44,3,0,3,0,1,0,0,189,2,0,0
35,8,0,4,0,1,0,0,89,3,0,0
36,2,2,5,0,1,0,0,112,3,0,0
56,2,0,1,0,0,0,0,489,2,0,0
36,1,0,1,0,1,0,0,241,2,0,0
47,1,2,0,0,1,0,0,60,6,0,0
50,3,0,2,0,1,0,0,61,2,0,0
45,0,2,0,0,1,1,0,62,4,0,0
39,7,0,3,0,1,0,0,43,8,0,0
38,2,1,5,0,1,0,0,170,2,0,0
51,2,0,1,0,0,0,0,22,12,0,0
31,1,1,1,0,0,1,0,99,5,0,0
37,5,1,3,0,0,0,0,394,2,0,0
33,8,0,5,0,0,1,0,42,7,0,0
37,1,0,1,0,1,1,0,98,2,0,0
26,4,1,4,0,0,0,0,114,3,0,0
38,4,0,2,0,1,0,0,167,2,0,0
36,3,0,3,0,0,0,0,206,2,0,0
34,1,0,1,0,0,0,0,160,3,0,0
40,7,0,4,0,1,0,0,156,3,0,0
39,1,2,2,0,0,0,0,512,2,0,0
31,2,1,5,0,0,0,0,109,3,0,0
47,8,2,5,0,1,0,0,99,2,0,0
44,7,0,4,0,0,0,0,241,4,0,0
30,4,1,0,0,1,0,0,59,3,0,0
40,4,0,1,0,1,1,0,63,1,0,0
40,7,2,5,0,1,1,0,54,1,0,0
41,8,0,5,0,1,1,0,87,1,0,0
36,8,0,5,0,1,0,0,122,1,0,0
34,4,0,0,0,1,0,0,375,1,0,0
38,2,2,5,0,0,0,0,50,3,0,0
38,1,0,1,0,0,0,0,124,1,0,0
32,1,0,1,0,1,0,0,157,2,0,0
29,2,0,5,0,0,0,0,45,1,0,0
47,3,0,3,0,1,1,0,577,1,0,0
47,2,0,5,0,0,0,0,134,1,0,0
35,4,0,2,0,0,0,0,170,1,0,0
45,4,0,4,0,0,1,0,124,1,0,0
46,4,0,2,0,0,0,0,111,1,0,0
39,4,0,1,0,1,0,0,368,2,0,0
31,2,1,5,0,0,0,0,25,3,0,0
49,8,0,5,0,1,0,0,41,1,0,0
38,2,1,4,0,0,0,0,361,1,0,0
48,4,0,0,0,1,0,0,493,1,0,0
48,4,0,0,0,0,0,0,470,1,0,0
31,2,1,5,0,1,1,0,282,1,0,0
47,4,2,0,0,1,0,0,48,1,0,0
49,2,2,5,0,1,0,0,606,1,0,0
51,8,0,5,0,1,0,0,74,1,0,0
36,10,2,0,0,0,0,0,79,1,0,0
29,4,1,4,0,0,0,0,153,1,0,0
40,10,0,3,0,1,1,0,716,2,0,1
39,7,0,5,0,1,0,0,513,2,0,0
29,4,1,4,0,0,0,0,139,1,0,0
52,7,0,1,0,1,0,0,273,1,0,0
37,1,0,1,0,0,0,0,115,4,0,0
34,8,0,5,0,1,0,0,280,1,0,0
35,7,0,5,0,0,0,0,109,1,0,0
34,2,0,5,0,0,0,0,64,1,0,0
40,3,0,4,0,1,0,0,235,1,0,0
29,2,0,5,0,1,1,0,95,2,0,0
40,4,0,4,0,0,0,0,231,1,0,0
37,0,0,1,0,0,1,0,31,1,0,0
40,8,0,5,0,0,0,0,64,1,0,0
57,8,0,5,0,0,0,0,1276,1,0,0
37,3,0,2,0,1,0,0,27,1,0,0
40,3,2,5,0,1,1,0,188,1,0,0
50,1,2,3,0,1,0,0,329,1,0,0
34,2,2,4,0,1,0,0,45,4,0,0
46,4,0,2,0,0,0,0,98,1,0,0
48,4,0,4,0,0,0,0,75,3,0,0
53,10,2,4,0,0,0,0,60,1,0,0
30,3,0,3,0,0,0,0,269,1,0,0
32,1,1,2,0,1,0,0,307,3,0,0
46,7,2,1,0,0,0,0,485,3,0,0
49,2,2,1,0,1,0,0,115,20,0,0
37,7,0,5,0,0,0,0,351,2,0,0
24,7,1,1,0,1,0,0,113,1,0,0
57,6,0,1,0,1,1,0,471,2,0,0
47,1,0,1,0,1,0,0,256,8,0,0
47,1,0,2,0,0,0,0,108,1,0,0
48,4,0,0,0,0,0,0,63,1,0,0
36,1,0,1,0,0,0,0,166,1,0,0
32,4,0,4,0,1,0,0,123,3,0,0
26,8,1,5,0,0,0,0,633,1,0,0
37,1,1,5,0,0,0,0,160,1,0,0
52,2,2,5,0,1,0,0,245,3,0,0
60,6,2,5,0,1,0,0,98,4,0,0
45,8,0,4,0,1,0,0,37,4,0,0
40,2,0,1,0,0,0,0,374,1,0,0
36,2,0,5,0,1,1,0,172,2,0,0
35,3,0,3,0,1,0,0,74,2,0,0
38,2,1,4,0,0,1,0,111,3,0,0
43,5,0,3,0,0,0,0,38,2,0,0
52,4,0,4,0,0,0,0,205,4,0,0
28,9,1,3,0,0,0,0,168,2,0,0
36,0,0,1,0,1,0,0,19,11,0,0
25,2,0,1,0,1,0,0,534,3,0,0
29,3,1,5,0,1,1,0,1149,2,0,1
31,4,0,2,0,0,0,0,1573,5,0,1
34,4,0,4,0,1,0,0,232,2,0,0
45,8,0,5,0,0,0,0,126,5,0,0
36,10,1,5,0,0,0,0,237,3,0,0
42,2,0,2,0,0,0,0,26,17,0,0
41,4,0,4,0,1,1,0,109,3,0,0
52,2,0,1,0,1,0,0,84,3,0,0
38,4,0,0,0,1,1,0,11,3,0,0
34,8,0,5,0,1,0,0,415,4,0,0
35,4,0,2,0,1,0,0,44,2,0,0
32,4,0,3,0,1,0,0,446,1,0,0
32,4,0,3,0,0,1,0,459,3,0,0
45,8,0,5,0,1,0,0,398,1,0,0
36,4,0,4,0,1,0,0,560,3,0,1
41,8,0,5,0,1,0,0,248,1,0,0
55,5,0,1,0,0,0,0,154,8,0,0
29,3,0,3,0,1,0,0,1617,1,0,1
39,3,1,3,0,1,0,0,127,2,0,0
41,4,0,3,0,1,0,0,591,6,0,0
58,4,0,0,0,1,0,0,165,2,0,0
36,2,0,5,0,1,1,0,170,2,0,0
44,1,0,1,0,1,0,0,618,4,0,0
33,2,0,3,0,0,0,0,110,4,0,0
58,8,0,2,0,0,0,0,40,4,0,0
50,2,2,1,0,0,0,0,519,2,0,0
44,2,2,5,0,0,0,0,39,2,0,0
33,2,0,1,0,1,0,0,36,2,0,0
43,3,0,4,0,0,0,0,67,2,0,0
36,10,2,0,0,0,0,0,825,2,0,0
43,2,0,1,0,0,0,0,1422,10,0,1
31,4,0,2,0,1,0,0,55,12,0,0
27,1,0,1,0,1,0,0,172,3,0,0
35,4,0,4,0,0,0,0,15,3,0,0
47,1,0,2,0,1,1,0,150,2,0,0
57,4,0,0,0,0,0,0,19,4,0,0
54,3,0,1,0,1,0,0,47,2,0,0
27,2,1,5,0,0,0,0,134,2,0,0
44,5,0,4,0,0,0,0,9,8,0,0
35,8,2,1,0,1,0,0,176,4,0,0
26,4,0,0,0,0,0,0,25,5,0,0
34,4,0,2,0,0,0,0,238,3,0,0
43,3,0,1,0,1,0,0,17,37,0,0
33,1,1,1,0,0,0,0,9,18,0,0
35,2,0,1,0,1,1,0,14,9,0,0
34,2,1,1,0,0,0,0,267,3,0,0
56,4,0,0,0,0,0,0,11,5,0,0
28,2,1,5,0,1,0,0,12,14,0,0
54,5,0,4,0,0,0,0,8,10,0,0
29,2,0,5,0,0,1,0,76,3,0,0
40,2,0,1,0,0,0,0,9,3,0,0
40,7,1,1,0,0,0,0,28,4,0,0
46,2,0,1,0,0,0,0,47,4,0,0
36,4,0,4,0,1,1,0,31,14,0,0
36,2,0,5,0,1,0,0,11,3,0,0
35,4,1,2,0,0,0,0,81,2,0,0
48,8,0,5,0,0,0,0,29,3,0,0
40,10,0,3,0,0,0,0,20,18,0,0
58,6,2,5,0,1,0,0,152,3,0,0
48,4,0,0,0,0,0,0,29,2,0,0
49,1,0,1,0,1,0,0,25,3,0,0
36,4,0,4,0,1,1,0,34,4,0,0
43,2,1,3,0,0,1,0,10,14,0,0
31,2,1,5,0,0,0,0,34,29,0,0
35,1,1,1,0,0,0,0,17,14,0,0
46,0,0,0,0,0,0,0,134,10,0,0
55,2,2,5,0,1,0,0,17,6,0,0
41,3,0,3,0,0,0,0,268,3,0,0
34,2,0,5,0,1,0,0,22,5,0,0
41,2,0,1,0,1,0,0,82,2,0,0
33,4,1,4,0,0,0,0,16,18,0,0
46,4,2,2,0,1,1,0,9,13,0,0
46,2,0,1,0,0,0,0,10,2,0,0
29,2,1,5,0,0,0,0,123,4,0,0
39,7,2,5,0,0,0,0,8,4,0,0
53,4,0,0,0,0,1,0,16,22,0,0
35,2,0,1,0,0,0,0,179,21,0,0
41,4,0,4,0,1,0,0,13,3,0,0
57,6,0,0,0,0,0,0,14,2,0,0
39,1,2,4,0,1,0,0,524,4,0,0
53,8,2,5,0,0,0,0,23,3,0,0
37,2,0,2,0,0,0,0,126,14,0,0
33,1,1,1,0,0,0,0,15,3,0,0
54,1,0,1,0,0,0,0,7,20,0,0
44,1,0,1,0,1,0,0,40,3,0,0
58,4,0,3,0,0,0,0,15,12,0,0
42,3,0,5,0,0,0,0,4,20,0,0
57,6,0,5,0,1,0,0,12,5,0,0
39,2,0,1,0,1,0,0,77,5,0,0
37,2,2,1,0,1,0,0,7,12,0,0
26,2,1,4,0,0,0,0,11,3,0,0
57,8,0,5,0,0,1,0,20,4,0,0
29,2,1,5,0,1,0,0,10,27,0,0
36,4,0,1,0,0,0,0,285,4,0,0
56,3,2,4,0,1,0,0,39,8,0,0
34,8,0,5,0,1,0,0,37,3,0,0
55,2,0,1,0,1,0,0,7,3,0,0
34,4,1,2,0,1,1,0,205,5,0,0
30,2,2,1,0,1,0,0,9,4,0,0
35,1,0,2,0,1,0,0,46,10,0,0
43,2,0,5,0,0,0,0,1023,3,0,1
40,0,1,5,0,1,0,0,253,2,0,0
49,3,0,3,0,1,0,0,10,14,0,0
55,4,2,4,0,1,0,0,220,6,0,0
56,6,0,2,0,1,0,0,51,19,0,0
58,6,0,0,0,0,0,0,407,2,0,0
30,1,1,1,0,1,0,0,9,2,0,0
31,4,1,0,0,0,0,0,110,3,0,0
34,2,0,5,0,0,0,0,11,2,0,0
36,10,0,3,0,0,0,0,161,3,0,0
55,2,0,5,0,0,0,0,44,4,0,0
43,8,0,5,0,0,0,0,13,5,0,0
35,7,0,5,0,0,0,0,79,4,0,0
38,3,2,3,0,1,0,0,212,8,0,0
